Blocs;Fermenter;Species;Time;CO2;Pop_total;Prop_Sc;viability;glucose;fructose;glycerol;acetate;ethanol;alpha;succinate;pyruvate;Ammonium;Alanine;Arginine;Aspartate;Glutamine;Glutamate;Glycine;Histidine;Methionine;Phenylalanine;Serine;Threonine;Tryptophane;Tyrosine;Valine
Sc vs Mp;F26;Sc vs Mp;0.00;0.00;1108660;0.10;1.00;100.00;100.00;0.00;0.00;0.00;0.00;0.00;0.00;131.56;138.98;466.32;43.74;471.66;120.46;17.39;40.33;29.41;35.79;74.38;70.72;252.74;18.17;42.23
Sc vs Mp;F26;Sc vs Mp;5.70;0.06;2000920;0.05;0.98;;;;;;;;;;;;;;;;;;;;;;;
Sc vs Mp;F26;Sc vs Mp;11.10;0.15;4967850;0.06;0.99;;;;;;;;;;;;;;;;;;;;;;;
Sc vs Mp;F26;Sc vs Mp;22.80;0.49;31982400;0.08;0.99;93.80;95.09;0.39;0.00;3.65;0.03;0.02;0.02;;;;;;;;;;;;;;;
Sc vs Mp;F26;Sc vs Mp;34.20;2.05;58202500;0.17;0.98;;;;;;;;;;;;;;;;;;;;;;;
Sc vs Mp;F26;Sc vs Mp;46.60;5.40;76425000;0.34;0.99;86.28;90.56;1.38;0.04;9.20;0.05;0.07;0.07;;;;;;;;;;;;;;;
Sc vs Mp;F26;Sc vs Mp;58.70;10.95;105390000;0.55;0.93;;;;;;;;;;;;;;;;;;;;;;;
Sc vs Mp;F26;Sc vs Mp;70.20;18.25;134472500;0.65;0.93;67.72;82.45;3.02;0.14;23.24;0.06;0.16;0.14;;;;;;;;;;;;;;;
Sc vs Mp;F26;Sc vs Mp;81.10;24.00;140555000;0.68;0.95;;;;;;;;;;;;;;;;;;;;;;;
Sc vs Mp;F26;Sc vs Mp;99.50;31.77;147982500;0.62;0.91;47.74;71.17;3.99;0.24;36.78;0.07;0.24;0.12;;;;;;;;;;;;;;;
Sc vs Mp;F26;Sc vs Mp;117.60;37.91;139667500;0.55;0.82;38.73;65.05;4.31;0.28;42.74;0.07;0.27;0.11;0;0.00;0.00;1.17;0.00;0.45;0.37;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Sc vs Mp;F26;Sc vs Mp;167.50;53.64;138320000;0.55;0.64;20.33;51.79;5.26;0.37;60.76;0.08;0.37;0.12;;;;;;;;;;;;;;;
Sc vs Mp;F26;Sc vs Mp;192.20;60.53;130067500;0.48;0.53;13.30;44.15;5.56;0.40;67.83;0.07;0.41;0.06;;;;;;;;;;;;;;;
Sc vs Mp;F26;Sc vs Mp;214.80;66.35;118885000;0.36;0.63;8.13;36.67;5.79;0.43;73.70;0.10;0.43;0.13;;;;;;;;;;;;;;;
Sc vs Mp;F26;Sc vs Mp;238.90;71.77;129625000;0.37;0.61;4.39;29.26;5.99;0.46;79.65;0.08;0.45;0.12;;;;;;;;;;;;;;;
Sc vs Mp;F26;Sc vs Mp;262.90;76.45;125400000;0.49;0.57;2.16;22.00;6.17;0.45;84.10;0.19;0.48;0.25;;;;;;;;;;;;;;;
Sc vs Mp;F26;Sc vs Mp;406.80;88.29;127645000;0.12;0.57;;;;;;;;;;;;;;;;;;;;;;;
Sc vs Mp;F27;Sc vs Mp;0.00;0.00;1108660;0.10;1.00;100.00;100.00;0.00;0.00;0.00;0.00;0.00;0.00;131.56;138.98;466.32;43.74;471.66;120.46;17.39;40.33;29.41;35.79;74.38;70.72;252.74;18.17;42.23
Sc vs Mp;F27;Sc vs Mp;5.70;-0.05;1983040;0.06;0.98;;;;;;;;;;;;;;;;;;;;;;;
Sc vs Mp;F27;Sc vs Mp;11.10;-0.03;4687200;0.07;0.99;;;;;;;;;;;;;;;;;;;;;;;
Sc vs Mp;F27;Sc vs Mp;22.80;0.25;31528000;0.09;1.00;91.84;93.09;0.37;0.00;3.60;0.03;0.01;0.02;;;;;;;;;;;;;;;
Sc vs Mp;F27;Sc vs Mp;34.20;1.48;59235000;0.20;0.98;;;;;;;;;;;;;;;;;;;;;;;
Sc vs Mp;F27;Sc vs Mp;46.60;4.70;72700000;0.37;0.99;85.17;90.21;1.34;0.06;9.41;0.04;0.07;0.06;;;;;;;;;;;;;;;
Sc vs Mp;F27;Sc vs Mp;58.70;10.51;104017500;0.59;0.91;;;;;;;;;;;;;;;;;;;;;;;
Sc vs Mp;F27;Sc vs Mp;70.20;18.59;128675000;0.66;0.91;64.73;82.09;2.89;0.19;24.62;0.05;0.14;0.14;;;;;;;;;;;;;;;
Sc vs Mp;F27;Sc vs Mp;81.10;24.79;145245000;0.69;0.95;;;;;;;;;;;;;;;;;;;;;;;
Sc vs Mp;F27;Sc vs Mp;99.50;32.78;131257500;0.62;0.86;44.17;70.53;3.77;0.30;38.80;0.06;0.22;0.12;;;;;;;;;;;;;;;
Sc vs Mp;F27;Sc vs Mp;117.60;39.72;126282500;0.58;0.73;35.22;64.98;4.18;0.36;46.33;0.06;0.25;0.11;0.00;0.00;0.00;1.16;0.00;0.61;0.41;0.00;0.00;0.20;0.00;0.00;0.00;0.00;0.00
Sc vs Mp;F27;Sc vs Mp;167.50;57.01;127505000;0.56;0.68;15.59;47.76;5.04;0.44;64.92;0.07;0.35;0.14;;;;;;;;;;;;;;;
Sc vs Mp;F27;Sc vs Mp;192.20;64.55;130495000;0.50;0.58;8.80;38.65;5.37;0.48;72.99;0.07;0.42;0.14;;;;;;;;;;;;;;;
Sc vs Mp;F27;Sc vs Mp;214.80;70.65;124392500;0.38;0.68;4.45;30.15;5.62;0.50;79.65;0.08;0.45;0.14;;;;;;;;;;;;;;;
Sc vs Mp;F27;Sc vs Mp;238.90;76.06;128900000;0.41;0.70;1.86;21.72;5.79;0.50;85.56;0.11;0.41;0.12;;;;;;;;;;;;;;;
Sc vs Mp;F27;Sc vs Mp;262.90;80.70;138400000;0.52;0.67;0.59;13.23;5.96;0.49;90.42;0.20;0.55;0.25;;;;;;;;;;;;;;;
Sc vs Mp;F27;Sc vs Mp;406.80;88.03;122392500;0.12;0.54;;;;;;;;;;;;;;;;;;;;;;;
Sc vs Td;F21;Sc;0.00;0.00;908800;1.00;1.00;100.00;100.00;0.00;0.00;0.00;0.00;0.00;0.00;131.56;138.98;466.32;43.74;471.66;120.46;17.39;40.33;29.41;35.79;74.38;70.72;252.74;18.17;42.23
Sc vs Td;F21;Sc;6.20;-0.02;990680;1.00;0.97;87.35;90.73;0.07;0.00;1.75;0.00;0.00;0.00;;;;;;;;;;;;;;;
Sc vs Td;F21;Sc;11.20;0.02;2791300;1.00;0.99;;;;;;;;;;;;;;;;;;;;;;;
Sc vs Td;F21;Sc;22.50;0.29;22496000;1.00;0.99;89.62;94.65;0.27;0.05;3.42;0.00;0.01;0.01;;;;;;;;;;;;;;;
Sc vs Td;F21;Sc;33.90;4.18;72374400;1.00;0.97;;;;;;;;;;;;;;;;;;;;;;;
Sc vs Td;F21;Sc;46.60;15.65;127622400;1.00;0.96;61.30;78.64;2.04;0.34;19.60;0.01;0.08;0.09;;;;;;;;;;;;;;;
Sc vs Td;F21;Sc;58.20;25.61;146235000;1.00;0.89;;;;;;;;;;;;;;;;;;;;;;;
Sc vs Td;F21;Sc;70.50;34.29;139807500;1.00;0.96;39.19;67.25;3.12;0.52;37.60;0.02;0.18;0.09;;;;;;;;;;;;;;;
Sc vs Td;F21;Sc;83.00;42.02;150160000;1.00;0.86;;;;;;;;;;;;;;;;;;;;;;;
Sc vs Td;F21;Sc;100.10;51.84;141785000;1.00;0.88;20.71;54.47;4.05;0.63;56.71;0.02;0.27;0.08;0;0.00;0.00;0.86;0.00;0.56;0.17;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Sc vs Td;F21;Sc;166.70;81.29;144117500;1.00;0.94;0.64;14.86;5.08;0.69;89.06;0.03;0.86;0.09;;;;;;;;;;;;;;;
Sc vs Td;F21;Sc;190.60;87.43;132032500;1.00;0.95;0.11;3.54;5.47;0.69;98.61;0.03;1.18;0.09;;;;;;;;;;;;;;;
Sc vs Td;F21;Sc;219.60;89.57;136172500;1.00;0.95;0.11;0.38;5.54;0.70;100.21;0.04;1.27;0.08;;;;;;;;;;;;;;;
Sc vs Td;F21;Sc;337.20;90.37;123417500;1.00;0.27;0.08;0.00;5.56;0.74;100.32;0.03;1.46;0.05;;;;;;;;;;;;;;;
Sc vs Td;F31;Sc;0.00;0.00;96000;1.00;1.00;100.00;100.00;0.00;0.00;0.00;0.00;0.00;0.00;131.56;138.98;466.32;43.74;471.66;120.46;17.39;40.33;29.41;35.79;74.38;70.72;252.74;18.17;42.23
Sc vs Td;F31;Sc;6.20;0.18;1117040;1.00;0.98;81.41;84.51;0.07;0.00;1.69;0.00;0.00;0.00;;;;;;;;;;;;;;;
Sc vs Td;F31;Sc;11.20;0.32;3085600;1.00;0.98;;;;;;;;;;;;;;;;;;;;;;;
Sc vs Td;F31;Sc;22.50;0.43;24628800;1.00;0.99;74.09;78.45;0.24;0.05;3.25;0.00;0.01;0.01;;;;;;;;;;;;;;;
Sc vs Td;F31;Sc;33.90;5.61;85896000;1.00;0.98;;;;;;;;;;;;;;;;;;;;;;;
Sc vs Td;F31;Sc;46.60;16.77;134718400;1.00;0.96;59.13;77.80;2.17;0.32;21.92;0.02;0.13;0.09;;;;;;;;;;;;;;;
Sc vs Td;F31;Sc;58.20;25.67;152927500;1.00;0.90;;;;;;;;;;;;;;;;;;;;;;;
Sc vs Td;F31;Sc;70.50;33.80;148227500;1.00;0.97;33.52;59.53;2.94;0.42;36.82;0.03;0.21;0.11;;;;;;;;;;;;;;;
Sc vs Td;F31;Sc;83.00;41.09;152975000;1.00;0.87;;;;;;;;;;;;;;;;;;;;;;;
Sc vs Td;F31;Sc;100.10;49.86;162730000;1.00;0.84;15.87;44.51;3.65;0.49;52.47;0.03;0.29;0.12;0;0.00;0.00;0.81;0.00;0.51;0.22;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Sc vs Td;F31;Sc;166.70;77.34;161380000;1.00;0.87;0.27;9.01;5.22;0.58;84.29;0.07;0.58;0.23;;;;;;;;;;;;;;;
Sc vs Td;F31;Sc;190.60;81.68;144330000;1.00;0.86;0.13;0.53;5.39;0.56;91.86;0.07;0.66;0.22;;;;;;;;;;;;;;;
Sc vs Td;F31;Sc;219.60;82.36;142945000;1.00;0.85;0.14;0.00;5.35;0.57;91.79;0.08;0.67;0.24;;;;;;;;;;;;;;;
Sc vs Td;F31;Sc;337.20;82.98;138737500;1.00;0.49;0.08;0.00;4.51;0.29;68.98;0.05;0.51;0.21;;;;;;;;;;;;;;;
Sc vs Td;F22;Sc vs Td;0.00;0.00;928000;0.10;1.00;100.00;100.00;0.00;0.00;0.00;0.00;0.00;0.00;131.56;138.98;466.32;43.74;471.66;120.46;17.39;40.33;29.41;35.79;74.38;70.72;252.74;18.17;42.23
Sc vs Td;F22;Sc vs Td;6.20;0.03;1788600;0.15;0.99;101.92;105.91;0.08;0.00;1.98;0.00;0.00;0.00;;;;;;;;;;;;;;;
Sc vs Td;F22;Sc vs Td;11.20;0.05;23737800;0.29;0.99;;;;;;;;;;;;;;;;;;;;;;;
Sc vs Td;F22;Sc vs Td;22.50;0.27;30368000;0.50;1.00;83.74;87.80;0.24;0.00;3.18;0.00;0.01;0.01;;;;;;;;;;;;;;;
Sc vs Td;F22;Sc vs Td;33.90;3.58;90206400;0.12;1.00;;;;;;;;;;;;;;;;;;;;;;;
Sc vs Td;F22;Sc vs Td;46.60;9.80;105716800;0.20;1.00;81.59;92.47;1.44;0.06;15.03;0.01;0.11;0.05;;;;;;;;;;;;;;;
Sc vs Td;F22;Sc vs Td;58.20;17.74;141662500;0.31;0.99;;;;;;;;;;;;;;;;;;;;;;;
Sc vs Td;F22;Sc vs Td;70.50;25.90;151190000;0.39;0.99;47.24;63.31;2.30;0.10;25.58;0.02;0.16;0.11;;;;;;;;;;;;;;;
Sc vs Td;F22;Sc vs Td;83.00;32.36;155890000;0.36;0.93;;;;;;;;;;;;;;;;;;;;;;;
Sc vs Td;F22;Sc vs Td;100.10;39.50;150957500;0.34;0.93;37.76;60.94;3.41;0.17;41.87;0.03;0.27;0.12;0;0.00;0.00;0.91;0.00;0.52;0.40;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Sc vs Td;F22;Sc vs Td;166.70;59.98;149027500;0.50;0.95;17.07;41.65;4.49;0.24;62.60;0.03;0.49;0.06;;;;;;;;;;;;;;;
Sc vs Td;F22;Sc vs Td;190.60;65.91;140237500;0.32;0.95;12.12;35.67;4.79;0.26;69.00;0.07;0.53;0.28;;;;;;;;;;;;;;;
Sc vs Td;F22;Sc vs Td;219.60;72.31;145370000;0.34;0.93;7.81;30.63;5.48;0.31;81.02;0.07;0.63;0.27;;;;;;;;;;;;;;;
Sc vs Td;F22;Sc vs Td;337.20;89.16;141052500;0.47;0.80;0.19;2.46;6.25;0.43;99.07;0.08;0.77;0.26;;;;;;;;;;;;;;;
Sc vs Td;F23;Sc vs Td;0.00;0.00;928000;0.10;1.00;100.00;100.00;0.00;0.00;0.00;0.00;0.00;0.00;131.56;138.98;466.32;43.74;471.66;120.46;17.39;40.33;29.41;35.79;74.38;70.72;252.74;18.17;42.23
Sc vs Td;F23;Sc vs Td;6.20;-0.03;1846960;0.13;0.99;99.87;103.76;0.08;0.00;1.92;0.00;0.00;0.00;;;;;;;;;;;;;;;
Sc vs Td;F23;Sc vs Td;11.20;-0.04;4091900;0.21;0.99;;;;;;;;;;;;;;;;;;;;;;;
Sc vs Td;F23;Sc vs Td;22.50;0.17;30419200;0.45;1.00;89.67;93.96;0.25;0.00;3.25;0.00;0.01;0.01;;;;;;;;;;;;;;;
Sc vs Td;F23;Sc vs Td;33.90;2.95;88819200;0.09;1.00;;;;;;;;;;;;;;;;;;;;;;;
Sc vs Td;F23;Sc vs Td;46.60;8.39;110635200;0.16;1.00;85.56;95.78;1.29;0.07;13.75;0.01;0.12;0.05;;;;;;;;;;;;;;;
Sc vs Td;F23;Sc vs Td;58.20;15.36;124947500;0.26;0.98;;;;;;;;;;;;;;;;;;;;;;;
Sc vs Td;F23;Sc vs Td;70.50;23.83;149780000;0.36;0.99;55.90;73.03;2.39;0.12;26.61;0.01;0.17;0.09;;;;;;;;;;;;;;;
Sc vs Td;F23;Sc vs Td;83.00;30.91;150162500;0.35;0.96;;;;;;;;;;;;;;;;;;;;;;;
Sc vs Td;F23;Sc vs Td;100.10;38.90;150402500;0.33;0.95;39.04;62.56;3.34;0.18;41.15;0.02;0.27;0.08;0;0.00;0.00;0.99;0.00;0.57;0.39;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Sc vs Td;F23;Sc vs Td;166.70;59.72;176045000;0.42;0.97;18.69;44.73;4.51;0.24;62.91;0.02;0.48;0.05;;;;;;;;;;;;;;;
Sc vs Td;F23;Sc vs Td;190.60;65.73;138020000;0.28;0.97;14.14;40.52;5.00;0.27;71.76;0.03;0.55;0.07;;;;;;;;;;;;;;;
Sc vs Td;F23;Sc vs Td;219.60;72.10;138405000;0.30;0.95;8.29;31.02;5.03;0.30;75.31;0.02;0.57;0.06;;;;;;;;;;;;;;;
Sc vs Td;F23;Sc vs Td;337.20;89.66;141197500;0.34;0.85;0.27;5.54;6.21;0.43;99.15;0.03;0.78;0.06;;;;;;;;;;;;;;;
Sc vs Td;F24;Sc vs Td;0.00;0.00;928000;0.10;1.00;100.00;100.00;0.00;0.00;0.00;0.00;0.00;0.00;131.56;138.98;466.32;43.74;471.66;120.46;17.39;40.33;29.41;35.79;74.38;70.72;252.74;18.17;42.23
Sc vs Td;F24;Sc vs Td;6.20;-0.15;1811000;0.18;0.99;94.73;98.40;0.08;0.00;1.90;0.00;0.00;0.00;;;;;;;;;;;;;;;
Sc vs Td;F24;Sc vs Td;11.20;-0.20;4567300;0.19;0.99;;;;;;;;;;;;;;;;;;;;;;;
Sc vs Td;F24;Sc vs Td;22.50;0.09;32067200;0.43;1.00;82.80;86.97;0.28;0.01;3.48;0.00;0.01;0.01;;;;;;;;;;;;;;;
Sc vs Td;F24;Sc vs Td;33.90;3.63;94388800;0.11;1.00;;;;;;;;;;;;;;;;;;;;;;;
Sc vs Td;F24;Sc vs Td;46.60;10.51;118830400;0.18;1.00;64.15;73.75;1.38;0.04;14.27;0.01;0.09;0.07;;;;;;;;;;;;;;;
Sc vs Td;F24;Sc vs Td;58.20;18.48;140337500;0.28;0.99;;;;;;;;;;;;;;;;;;;;;;;
Sc vs Td;F24;Sc vs Td;70.50;25.57;146177500;0.35;0.99;45.88;62.48;2.48;0.09;27.73;0.02;0.20;0.13;;;;;;;;;;;;;;;
Sc vs Td;F24;Sc vs Td;83.00;31.02;153447500;0.32;0.98;;;;;;;;;;;;;;;;;;;;;;;
Sc vs Td;F24;Sc vs Td;100.10;37.55;147535000;0.31;0.93;35.30;57.29;3.46;0.12;42.01;0.03;0.31;0.14;0;0.00;0.00;0.84;0.00;0.53;0.19;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Sc vs Td;F24;Sc vs Td;166.70;56.56;158647500;0.38;0.95;14.41;35.65;4.34;0.17;59.51;0.05;0.51;0.19;;;;;;;;;;;;;;;
Sc vs Td;F24;Sc vs Td;190.60;62.18;145742500;0.27;0.95;10.08;30.43;4.68;0.18;65.70;0.07;0.59;0.29;;;;;;;;;;;;;;;
Sc vs Td;F24;Sc vs Td;219.60;67.89;141310000;0.32;0.94;5.78;24.03;5.12;0.21;74.20;0.07;0.68;0.26;;;;;;;;;;;;;;;
Sc vs Td;F24;Sc vs Td;337.20;82.54;137882500;0.55;0.74;0.35;0.49;5.83;0.31;90.12;0.08;0.83;0.24;;;;;;;;;;;;;;;
Sc vs Td;F25;Td;0.00;0.00;915000;0.00;1.00;100.00;100.00;0.00;0.00;0.00;0.00;0.00;0.00;131.56;138.98;466.32;43.74;471.66;120.46;17.39;40.33;29.41;35.79;74.38;70.72;252.74;18.17;42.23
Sc vs Td;F25;Td;6.20;-0.04;2178320;0.00;0.99;89.35;92.78;0.07;0.00;1.80;0.00;0.00;0.00;;;;;;;;;;;;;;;
Sc vs Td;F25;Td;11.20;0.02;5601400;0.00;0.99;;;;;;;;;;;;;;;;;;;;;;;
Sc vs Td;F25;Td;22.50;0.40;36976000;0.00;1.00;78.35;82.29;0.31;0.00;3.59;0.00;0.01;0.01;;;;;;;;;;;;;;;
Sc vs Td;F25;Td;33.90;4.30;100206400;0.00;1.00;;;;;;;;;;;;;;;;;;;;;;;
Sc vs Td;F25;Td;46.60;10.60;117852800;0.00;1.00;67.90;76.48;1.35;0.00;14.29;0.01;0.10;0.04;;;;;;;;;;;;;;;
Sc vs Td;F25;Td;58.20;16.77;128637500;0.00;1.00;;;;;;;;;;;;;;;;;;;;;;;
Sc vs Td;F25;Td;70.50;22.24;124450000;0.00;0.99;44.96;55.78;1.88;0.02;21.43;0.01;0.15;0.05;;;;;;;;;;;;;;;
Sc vs Td;F25;Td;83.00;26.69;127862500;0.00;0.99;;;;;;;;;;;;;;;;;;;;;;;
Sc vs Td;F25;Td;100.10;31.89;151827500;0.00;0.99;34.47;46.77;2.35;0.03;28.53;0.01;0.20;0.07;22.626;3.37;0.00;0.96;5.49;1.08;8.56;9.20;0.00;0.28;0.61;0.16;33.61;0.51;0.93
Sc vs Td;F25;Td;166.70;46.90;128207500;0.00;0.98;24.04;40.89;3.48;0.11;46.89;0.02;0.34;0.13;;;;;;;;;;;;;;;
Sc vs Td;F25;Td;190.60;51.44;112765000;0.00;0.98;21.40;40.01;3.98;0.13;54.91;0.03;0.42;0.16;;;;;;;;;;;;;;;
Sc vs Td;F25;Td;219.60;56.72;117947500;0.00;0.96;16.62;35.38;4.30;0.17;62.03;0.03;0.45;0.19;;;;;;;;;;;;;;;
Sc vs Td;F25;Td;337.20;73.31;136750000;0.00;0.85;3.39;15.09;5.08;0.29;83.00;0.06;0.63;0.26;;;;;;;;;;;;;;;
Sc vs Td;F26;Td;0.00;0.00;915000;0.00;1.00;100.00;100.00;0.00;0.00;0.00;0.00;0.00;0.00;131.56;138.98;466.32;43.74;471.66;120.46;17.39;40.33;29.41;35.79;74.38;70.72;252.74;18.17;42.23
Sc vs Td;F26;Td;6.20;0.05;2074160;0.00;0.99;90.89;94.43;0.08;0.00;1.83;0.00;0.00;0.00;;;;;;;;;;;;;;;
Sc vs Td;F26;Td;11.20;0.09;4824850;0.00;0.97;;;;;;;;;;;;;;;;;;;;;;;
Sc vs Td;F26;Td;22.50;0.43;33476800;0.00;1.00;91.00;95.33;0.27;0.00;3.54;0.00;0.01;0.01;;;;;;;;;;;;;;;
Sc vs Td;F26;Td;33.90;3.97;97313600;0.00;1.00;;;;;;;;;;;;;;;;;;;;;;;
Sc vs Td;F26;Td;46.60;9.71;109187200;0.00;1.00;64.17;71.32;1.03;0.01;11.35;0.01;0.08;0.03;;;;;;;;;;;;;;;
Sc vs Td;F26;Td;58.20;15.67;129980000;0.00;0.99;;;;;;;;;;;;;;;;;;;;;;;
Sc vs Td;F26;Td;70.50;21.11;125492500;0.00;0.99;63.56;76.74;2.19;0.03;24.71;0.01;0.17;0.05;;;;;;;;;;;;;;;
Sc vs Td;F26;Td;83.00;25.58;140100000;0.00;0.99;;;;;;;;;;;;;;;;;;;;;;;
Sc vs Td;F26;Td;100.10;30.72;119672500;0.00;0.98;49.08;64.93;2.75;0.05;32.92;0.01;0.23;0.07;6.5364;4.41;11.19;1.12;8.02;1.49;9.63;11.23;0.00;0.38;0.77;0.19;38.80;0.74;1.22
Sc vs Td;F26;Td;166.70;45.26;141882500;0.00;0.96;32.48;50.92;3.57;0.10;46.39;0.02;0.32;0.13;;;;;;;;;;;;;;;
Sc vs Td;F26;Td;190.60;49.67;113712500;0.00;0.96;31.85;53.57;4.26;0.14;56.58;0.02;0.40;0.15;;;;;;;;;;;;;;;
Sc vs Td;F26;Td;219.60;54.69;112257500;0.00;0.96;22.38;41.25;3.86;0.15;53.53;0.02;0.38;0.16;;;;;;;;;;;;;;;
Sc vs Td;F26;Td;337.20;70.72;118337500;0.00;0.87;10.19;28.58;5.00;0.28;77.47;0.05;0.57;0.20;;;;;;;;;;;;;;;
Sc vs Td;F32;Td;0.00;0.00;915000;0.00;1.00;100.00;100.00;0.00;0.00;0.00;0.00;0.00;0.00;131.56;138.98;466.32;43.74;471.66;120.46;17.39;40.33;29.41;35.79;74.38;70.72;252.74;18.17;42.23
Sc vs Td;F32;Td;6.20;0.12;1987760;0.00;0.99;87.26;90.57;0.07;0.00;1.68;0.00;0.00;0.00;;;;;;;;;;;;;;;
Sc vs Td;F32;Td;11.20;0.21;4426850;0.00;0.98;;;;;;;;;;;;;;;;;;;;;;;
Sc vs Td;F32;Td;22.50;0.39;31515200;0.00;0.96;87.87;91.91;0.23;0.00;3.17;0.00;0.01;0.01;;;;;;;;;;;;;;;
Sc vs Td;F32;Td;33.90;2.88;89209600;0.00;1.00;;;;;;;;;;;;;;;;;;;;;;;
Sc vs Td;F32;Td;46.60;7.12;100169600;0.00;1.00;82.07;89.96;0.99;0.03;11.58;0.01;0.12;0.04;;;;;;;;;;;;;;;
Sc vs Td;F32;Td;58.20;11.79;105012500;0.00;1.00;;;;;;;;;;;;;;;;;;;;;;;
Sc vs Td;F32;Td;70.50;16.89;112200000;0.00;1.00;72.37;85.11;1.88;0.07;22.51;0.01;0.19;0.05;;;;;;;;;;;;;;;
Sc vs Td;F32;Td;83.00;21.62;111545000;0.00;1.00;;;;;;;;;;;;;;;;;;;;;;;
Sc vs Td;F32;Td;100.10;26.99;114800000;0.00;0.99;62.39;80.61;2.80;0.10;34.38;0.01;0.27;0.06;24.5534;5.90;45.44;1.05;5.09;2.16;11.18;12.51;0.00;0.56;0.75;0.15;42.42;1.17;1.63
Sc vs Td;F32;Td;166.70;41.36;168370000;0.00;0.99;37.82;57.87;3.44;0.15;45.57;0.01;0.36;0.07;;;;;;;;;;;;;;;
Sc vs Td;F32;Td;190.60;45.48;106225000;0.00;0.98;33.87;55.17;3.74;0.19;50.21;0.01;0.40;0.07;;;;;;;;;;;;;;;
Sc vs Td;F32;Td;219.60;50.03;102295000;0.00;0.99;27.13;47.84;3.78;0.20;52.37;0.01;0.42;0.07;;;;;;;;;;;;;;;
Sc vs Td;F32;Td;337.20;65.19;110250000;0.00;0.94;0.07;0.00;5.40;0.61;90.90;0.05;0.75;0.06;;;;;;;;;;;;;;;